gdhA: HAIN001_00203	HAIN002_00273	HAIN003_00473	HAIN004_00707	HAIN005_01972	HAIN006_01111	HAIN007_00257	HAIN008_00454	HAIN009_00399	HAIN010_00871
ycjX: HAIN001_01712	HAIN002_01323	HAIN003_01183	HAIN004_01970	HAIN005_01029	HAIN006_01822	HAIN007_01872	HAIN008_01134	HAIN009_01182	HAIN010_01299
group_1921: HAIN001_01717	HAIN002_01318	HAIN003_01189	HAIN004_01964	HAIN005_01034	HAIN006_01827	HAIN007_01877	HAIN008_01139	HAIN009_01187	HAIN010_01304
cpdA: HAIN001_00428	HAIN002_00500	HAIN003_00193	HAIN004_01037	HAIN005_01891	HAIN006_00815	HAIN007_00539	HAIN008_00182	HAIN009_00172	HAIN010_01743
group_3682: HAIN001_00774	HAIN002_00813	HAIN003_01708	HAIN004_01386	HAIN005_01646	HAIN006_00574	HAIN007_00902	HAIN008_01638	HAIN009_01769	HAIN010_00372
mreC: HAIN001_00039	HAIN002_00039	HAIN003_00644	HAIN004_00529	HAIN005_00042	HAIN006_00044	HAIN007_00039	HAIN008_00614	HAIN009_00669	HAIN010_01526
secY: HAIN001_00863	HAIN002_00929	HAIN003_01612	HAIN004_01511	HAIN005_01470	HAIN006_00341	HAIN007_00988	HAIN008_01556	HAIN009_01604	HAIN010_00482
rpmJ: HAIN001_00864	HAIN002_00930	HAIN003_01611	HAIN004_01512	HAIN005_01469	HAIN006_00340	HAIN007_00989	HAIN008_01555	HAIN009_01603	HAIN010_00483
group_379: HAIN001_01228	HAIN002_01259	HAIN003_01253	HAIN004_01894	HAIN005_01096	HAIN006_01886	HAIN007_01364	HAIN008_01199	HAIN009_01246	HAIN010_01458
group_1086: HAIN001_00534	HAIN002_00603	HAIN003_00089	HAIN004_01159	HAIN005_01785	HAIN006_00708	HAIN007_00663	HAIN008_00079	HAIN009_00069	HAIN010_00354
nudC: HAIN001_00461	HAIN002_00531	HAIN003_00161	HAIN004_01078	HAIN005_01857	HAIN006_00782	HAIN007_00570	HAIN008_00151	HAIN009_00141	HAIN010_00046
group_3815: HAIN001_00396	HAIN002_00469	HAIN003_00226	HAIN004_00936	HAIN005_00318	HAIN006_00916	HAIN007_00508	HAIN008_00213	HAIN009_00204	HAIN010_01712
gpmA: HAIN001_00820	HAIN002_00886	HAIN003_01661	HAIN004_01467	HAIN005_01508	HAIN006_00379	HAIN007_00944	HAIN008_01594	HAIN009_01647	HAIN010_00425
xseB: HAIN001_01510	HAIN002_01582	HAIN003_00977	HAIN004_00209	HAIN005_00754	HAIN006_01537	HAIN007_01695	HAIN008_00929	HAIN009_00952	HAIN010_01181
group_147: HAIN001_00328	HAIN002_00393	HAIN003_00306	HAIN004_00866	HAIN005_00248	HAIN006_00986	HAIN007_00444	HAIN008_00283	HAIN009_00279	HAIN010_01784
oatA: HAIN001_00421	HAIN002_00493	HAIN003_00200	HAIN004_01030	HAIN005_01898	HAIN006_00822	HAIN007_00532	HAIN008_00189	HAIN009_00179	HAIN010_01736
ilvH: HAIN001_01657	HAIN002_01384	HAIN003_01117	HAIN004_02034	HAIN005_00972	HAIN006_01765	HAIN007_01819	HAIN008_01074	HAIN009_01123	HAIN010_01241
adk: HAIN001_00378	HAIN002_00450	HAIN003_00245	HAIN004_00916	HAIN005_00300	HAIN006_00934	HAIN007_00490	HAIN008_00231	HAIN009_00223	HAIN010_00095
frdC: HAIN001_00900	HAIN002_00966	HAIN003_01576	HAIN004_01548	HAIN005_01433	HAIN006_00303	HAIN007_01024	HAIN008_01520	HAIN009_01568	HAIN010_00518
holC: HAIN001_01464	HAIN002_01640	HAIN003_00933	HAIN004_00148	HAIN005_00730	HAIN006_01563	HAIN007_01614	HAIN008_00888	HAIN009_01009	HAIN010_01135
lon: HAIN001_00492	HAIN002_00563	HAIN003_00130	HAIN004_01112	HAIN005_01827	HAIN006_00750	HAIN007_00622	HAIN008_00120	HAIN009_00109	HAIN010_00132
ftnA_1: HAIN001_01449	HAIN002_01655	HAIN003_00918	HAIN004_00136	HAIN005_00715	HAIN006_01578	HAIN007_01601	HAIN008_00874	HAIN009_01021	HAIN010_01124
group_168: HAIN001_00884	HAIN002_00950	HAIN003_01592	HAIN004_01532	HAIN005_01449	HAIN006_00320	HAIN007_01008	HAIN008_01536	HAIN009_01584	HAIN010_00502
murC: HAIN001_01205	HAIN002_01237	HAIN003_01276	HAIN004_01868	HAIN005_01122	HAIN006_01915	HAIN007_01342	HAIN008_01221	HAIN009_01268	HAIN010_01480
rplB: HAIN001_00845	HAIN002_00911	HAIN003_01629	HAIN004_01493	HAIN005_01488	HAIN006_00359	HAIN007_00969	HAIN008_01574	HAIN009_01622	HAIN010_00465
group_303: HAIN001_00096	HAIN002_00165	HAIN003_00587	HAIN004_00593	HAIN005_00133	HAIN006_00091	HAIN007_00154	HAIN008_00558	HAIN009_00510	HAIN010_00846
group_3809: HAIN001_01810	HAIN002_01898	HAIN003_00699	HAIN004_00470	HAIN005_00421	HAIN006_01200	HAIN007_01965	HAIN008_00668	HAIN009_00725	HAIN010_01398
group_1746: HAIN001_01694	HAIN002_01340	HAIN003_01163	HAIN004_01989	HAIN005_01012	HAIN006_01805	HAIN007_01854	HAIN008_01115	HAIN009_01165	HAIN010_01281
ihfB: HAIN001_01286	HAIN002_01807	HAIN003_00794	HAIN004_00370	HAIN005_00578	HAIN006_01303	HAIN007_01424	HAIN008_00755	HAIN009_00812	HAIN010_00922
frdB: HAIN001_00901	HAIN002_00967	HAIN003_01575	HAIN004_01549	HAIN005_01432	HAIN006_00302	HAIN007_01025	HAIN008_01519	HAIN009_01567	HAIN010_00519
lgt: HAIN001_00969	HAIN002_01030	HAIN003_01499	HAIN004_01627	HAIN005_01370	HAIN006_00232	HAIN007_01093	HAIN008_01437	HAIN009_01486	HAIN010_00540
group_561: HAIN001_01223	HAIN002_01255	HAIN003_01257	HAIN004_01888	HAIN005_01100	HAIN006_01890	HAIN007_01360	HAIN008_01203	HAIN009_01250	HAIN010_01462
gmhA_1: HAIN001_01732	HAIN002_01818	HAIN003_00781	HAIN004_00382	HAIN005_00567	HAIN006_01292	HAIN007_01891	HAIN008_00744	HAIN009_00800	HAIN010_01313
ycfH: HAIN001_00484	HAIN002_00554	HAIN003_00138	HAIN004_01103	HAIN005_01836	HAIN006_00761	HAIN007_00614	HAIN008_00128	HAIN009_00118	HAIN010_00438
mepA: HAIN001_00211	HAIN002_00281	HAIN003_00464	HAIN004_00716	HAIN005_01980	HAIN006_01103	HAIN007_00265	HAIN008_00446	HAIN009_00391	HAIN010_00879
pdxS: HAIN001_01722	HAIN002_01810	HAIN003_00790	HAIN004_00373	HAIN005_00575	HAIN006_01300	HAIN007_01882	HAIN008_00752	HAIN009_00809	HAIN010_00919
group_3906: HAIN001_00998	HAIN002_01060	HAIN003_01462	HAIN004_01656	HAIN005_01335	HAIN006_00197	HAIN007_01126	HAIN008_01400	HAIN009_01457	HAIN010_00568
rimP: HAIN001_01346	HAIN002_01718	HAIN003_00854	HAIN004_00304	HAIN005_00652	HAIN006_01454	HAIN007_01481	HAIN008_00810	HAIN009_00865	HAIN010_01064
relA: HAIN001_00362	HAIN002_00435	HAIN003_00260	HAIN004_00899	HAIN005_00285	HAIN006_00949	HAIN007_00475	HAIN008_00246	HAIN009_00238	HAIN010_00110
cmoB: HAIN001_01414	HAIN002_01692	HAIN003_00880	HAIN004_00079	HAIN005_00677	HAIN006_01617	HAIN007_01567	HAIN008_00838	HAIN009_01055	HAIN010_01207
rpmF: HAIN001_00173	HAIN002_00242	HAIN003_00509	HAIN004_00675	HAIN005_01941	HAIN006_01142	HAIN007_00227	HAIN008_00484	HAIN009_00429	HAIN010_00813
gltX: HAIN001_00300	HAIN002_00365	HAIN003_00334	HAIN004_00835	HAIN005_00220	HAIN006_01013	HAIN007_00415	HAIN008_00312	HAIN009_00307	HAIN010_01811
epmC: HAIN001_01638	HAIN002_01470	HAIN003_01096	HAIN004_00025	HAIN005_00873	HAIN006_01668	HAIN007_01772	HAIN008_01058	HAIN009_01107	HAIN010_01022
group_1145: HAIN001_00895	HAIN002_00961	HAIN003_01581	HAIN004_01543	HAIN005_01438	HAIN006_00308	HAIN007_01019	HAIN008_01525	HAIN009_01573	HAIN010_00513
nusG: HAIN001_00772	HAIN002_00811	HAIN003_01710	HAIN004_01384	HAIN005_01648	HAIN006_00576	HAIN007_00900	HAIN008_01640	HAIN009_01771	HAIN010_00374
dmsB: HAIN001_01115	HAIN002_01149	HAIN003_01370	HAIN004_01774	HAIN005_01200	HAIN006_02033	HAIN007_01253	HAIN008_01306	HAIN009_01359	HAIN010_00664
moaE: HAIN001_01747	HAIN002_01833	HAIN003_00765	HAIN004_00408	HAIN005_00552	HAIN006_01277	HAIN007_01906	HAIN008_00728	HAIN009_00785	HAIN010_01328
group_1727: HAIN001_01525	HAIN002_01568	HAIN003_00991	HAIN004_00223	HAIN005_00768	HAIN006_01523	HAIN007_01710	HAIN008_00943	HAIN009_00938	HAIN010_01196
thiB: HAIN001_01088	HAIN002_01133	HAIN003_01387	HAIN004_01745	HAIN005_01221	HAIN006_00121	HAIN007_01237	HAIN008_01325	HAIN009_01375	HAIN010_00645
napF_2: HAIN001_01112	HAIN002_01146	HAIN003_01374	HAIN004_01771	HAIN005_01203	HAIN006_02036	HAIN007_01250	HAIN008_01309	HAIN009_01362	HAIN010_00661
yhdT: HAIN001_01042	HAIN002_01101	HAIN003_01421	HAIN004_01698	HAIN005_01254	HAIN006_00156	HAIN007_01169	HAIN008_01358	HAIN009_01416	HAIN010_00609
oppA_2: HAIN001_01191	HAIN002_01224	HAIN003_01289	HAIN004_01855	HAIN005_01135	HAIN006_01928	HAIN007_01329	HAIN008_01234	HAIN009_01281	HAIN010_00788
cyaA: HAIN001_00643	HAIN002_00828	HAIN003_00405	HAIN004_01401	HAIN005_01568	HAIN006_00440	HAIN007_00769	HAIN008_00395	HAIN009_01707	HAIN010_01605
asnC: HAIN001_00591	HAIN002_00658	HAIN003_00031	HAIN004_01217	HAIN005_01726	HAIN006_00652	HAIN007_00718	HAIN008_00021	HAIN009_00021	HAIN010_00207
ndk: HAIN001_00942	HAIN002_01001	HAIN003_01529	HAIN004_01597	HAIN005_01397	HAIN006_00260	HAIN007_01066	HAIN008_01465	HAIN009_01513	HAIN010_00076
group_1275: HAIN001_01603	HAIN002_01509	HAIN003_01057	HAIN004_00064	HAIN005_00840	HAIN006_01635	HAIN007_01739	HAIN008_01020	HAIN009_01068	HAIN010_01060
group_3629: HAIN001_01675	HAIN002_01361	HAIN003_01141	HAIN004_02014	HAIN005_00988	HAIN006_01781	HAIN007_01835	HAIN008_01096	HAIN009_01139	HAIN010_01257
group_163: HAIN001_00758	HAIN002_00794	HAIN003_01728	HAIN004_01366	HAIN005_01658	HAIN006_00586	HAIN007_00883	HAIN008_01654	HAIN009_01786	HAIN010_00393
mtnN: HAIN001_01281	HAIN002_01311	HAIN003_01198	HAIN004_01954	HAIN005_01041	HAIN006_01834	HAIN007_01419	HAIN008_01146	HAIN009_01194	HAIN010_00915
group_3665: HAIN001_00834	HAIN002_00900	HAIN003_01646	HAIN004_01481	HAIN005_01494	HAIN006_00365	HAIN007_00958	HAIN008_01580	HAIN009_01633	HAIN010_00454
sfsA: HAIN001_01683	HAIN002_01353	HAIN003_01150	HAIN004_02006	HAIN005_00996	HAIN006_01789	HAIN007_01843	HAIN008_01104	HAIN009_01147	HAIN010_01265
dnaN: HAIN001_01061	HAIN002_01118	HAIN003_01403	HAIN004_01719	HAIN005_01236	HAIN006_00136	HAIN007_01187	HAIN008_01340	HAIN009_01398	HAIN010_00627
hda: HAIN001_01291	HAIN002_01802	HAIN003_00799	HAIN004_00365	HAIN005_00583	HAIN006_01308	HAIN007_01429	HAIN008_00760	HAIN009_00817	HAIN010_00927
rph: HAIN001_00298	HAIN002_00363	HAIN003_00336	HAIN004_00833	HAIN005_00218	HAIN006_01015	HAIN007_00351	HAIN008_00314	HAIN009_00309	HAIN010_01813
dapB: HAIN001_01372	HAIN002_01522	HAIN003_01042	HAIN004_00274	HAIN005_00807	HAIN006_01483	HAIN007_01510	HAIN008_00990	HAIN009_00891	HAIN010_01075
ung: HAIN001_00019	HAIN002_00019	HAIN003_00664	HAIN004_00504	HAIN005_00022	HAIN006_00024	HAIN007_00019	HAIN008_00634	HAIN009_00689	HAIN010_01506
group_1235: HAIN001_01315	HAIN002_01779	HAIN003_00826	HAIN004_00341	HAIN005_00609	HAIN006_01334	HAIN007_01452	HAIN008_00783	HAIN009_00840	HAIN010_00951
dmsA: HAIN001_01116	HAIN002_01150	HAIN003_01369	HAIN004_01775	HAIN005_01199	HAIN006_02032	HAIN007_01254	HAIN008_01305	HAIN009_01358	HAIN010_00665
siaT: HAIN001_00161	HAIN002_00231	HAIN003_00520	HAIN004_00664	HAIN005_01930	HAIN006_01153	HAIN007_00216	HAIN008_00495	HAIN009_00440	HAIN010_00824
ribB: HAIN001_00829	HAIN002_00895	HAIN003_01651	HAIN004_01476	HAIN005_01499	HAIN006_00370	HAIN007_00953	HAIN008_01585	HAIN009_01638	HAIN010_00449
group_1501: HAIN001_00352	HAIN002_00426	HAIN003_00275	HAIN004_00889	HAIN005_00270	HAIN006_00964	HAIN007_00466	HAIN008_00259	HAIN009_00247	HAIN010_01760
group_3633: HAIN001_00535	HAIN002_00604	HAIN003_00088	HAIN004_01160	HAIN005_01784	HAIN006_00707	HAIN007_00664	HAIN008_00078	HAIN009_00068	HAIN010_00353
lpxB: HAIN001_01127	HAIN002_01163	HAIN003_01358	HAIN004_01786	HAIN005_01190	HAIN006_01983	HAIN007_01266	HAIN008_01294	HAIN009_01348	HAIN010_00725
sitC: HAIN001_00387	HAIN002_00459	HAIN003_00236	HAIN004_00925	HAIN005_00309	HAIN006_00925	HAIN007_00499	HAIN008_00222	HAIN009_00214	HAIN010_01703
group_3830: HAIN001_01340	HAIN002_01760	HAIN003_00848	HAIN004_00310	HAIN005_00628	HAIN006_01358	HAIN007_01475	HAIN008_00804	HAIN009_00859	HAIN010_00968
group_466: HAIN001_00186	HAIN002_00255	HAIN003_00490	HAIN004_00689	HAIN005_01954	HAIN006_01129	HAIN007_00240	HAIN008_00471	HAIN009_00416	HAIN010_00800
rpe: HAIN001_00594	HAIN002_00663	HAIN003_00027	HAIN004_01220	HAIN005_01723	HAIN006_00649	HAIN007_00721	HAIN008_00018	HAIN009_00018	HAIN010_00210
yigL: HAIN001_00625	HAIN002_00702	HAIN003_01843	HAIN004_01262	HAIN005_01583	HAIN006_00509	HAIN007_00753	HAIN008_01763	HAIN009_01891	HAIN010_00248
yhcB: HAIN001_01699	HAIN002_01335	HAIN003_01169	HAIN004_01983	HAIN005_01017	HAIN006_01810	HAIN007_01859	HAIN008_01120	HAIN009_01170	HAIN010_01286
queH: HAIN001_00948	HAIN002_01007	HAIN003_01523	HAIN004_01604	HAIN005_01391	HAIN006_00254	HAIN007_01072	HAIN008_01459	HAIN009_01507	HAIN010_00082
htpX: HAIN001_00775	HAIN002_00814	HAIN003_01707	HAIN004_01387	HAIN005_01642	HAIN006_00573	HAIN007_00903	HAIN008_01637	HAIN009_01768	HAIN010_00371
ydjF: HAIN001_00656	HAIN002_00841	HAIN003_00419	HAIN004_01415	HAIN005_01555	HAIN006_00427	HAIN007_00782	HAIN008_00408	HAIN009_01693	HAIN010_01593
nanM: HAIN001_00162	HAIN002_00232	HAIN003_00519	HAIN004_00665	HAIN005_01931	HAIN006_01152	HAIN007_00217	HAIN008_00494	HAIN009_00439	HAIN010_00823
proC: HAIN001_00336	HAIN002_00410	HAIN003_00297	HAIN004_00874	HAIN005_00256	HAIN006_00978	HAIN007_00452	HAIN008_00275	HAIN009_00263	HAIN010_01776
prlC: HAIN001_00227	HAIN002_00298	HAIN003_00443	HAIN004_00734	HAIN005_01999	HAIN006_01086	HAIN007_00282	HAIN008_00429	HAIN009_00374	HAIN010_01570
group_420: HAIN001_01775	HAIN002_01865	HAIN003_00732	HAIN004_00438	HAIN005_00506	HAIN006_01233	HAIN007_01934	HAIN008_00696	HAIN009_00757	HAIN010_00973
group_1647: HAIN001_01092	HAIN002_01137	HAIN003_01382	HAIN004_01749	HAIN005_01217	HAIN006_00117	HAIN007_01241	HAIN008_01321	HAIN009_01371	HAIN010_00649
group_740: HAIN001_00554	HAIN002_00621	HAIN003_00069	HAIN004_01177	HAIN005_01767	HAIN006_00690	HAIN007_00681	HAIN008_00060	HAIN009_00051	HAIN010_00335
mlaC: HAIN001_01151	HAIN002_01186	HAIN003_01332	HAIN004_01812	HAIN005_01167	HAIN006_01960	HAIN007_01289	HAIN008_01271	HAIN009_01322	HAIN010_00748
ilvA: HAIN001_00802	HAIN002_00871	HAIN003_01681	HAIN004_01448	HAIN005_01524	HAIN006_00396	HAIN007_00928	HAIN008_01612	HAIN009_01663	HAIN010_00155
erpA: HAIN001_01797	HAIN002_01887	HAIN003_00712	HAIN004_00457	HAIN005_00433	HAIN006_01214	HAIN007_01953	HAIN008_00677	HAIN009_00737	HAIN010_01385
group_1011: HAIN001_00087	HAIN002_00088	HAIN003_00596	HAIN004_00582	HAIN005_00079	HAIN006_00082	HAIN007_00078	HAIN008_00567	HAIN009_00620	HAIN010_00855
pstS: HAIN001_01448	HAIN002_01656	HAIN003_00917	HAIN004_00135	HAIN005_00714	HAIN006_01579	HAIN007_01600	HAIN008_00873	HAIN009_01022	HAIN010_01123
group_1296: HAIN001_01684	HAIN002_01352	HAIN003_01151	HAIN004_02005	HAIN005_00997	HAIN006_01790	HAIN007_01844	HAIN008_01105	HAIN009_01148	HAIN010_01266
panF: HAIN001_01043	HAIN002_01102	HAIN003_01420	HAIN004_01699	HAIN005_01253	HAIN006_00155	HAIN007_01170	HAIN008_01357	HAIN009_01415	HAIN010_00610
queF: HAIN001_01355	HAIN002_01708	HAIN003_00864	HAIN004_00290	HAIN005_00661	HAIN006_01467	HAIN007_01494	HAIN008_00821	HAIN009_00875	HAIN010_01223
sstT: HAIN001_01620	HAIN002_01494	HAIN003_01075	HAIN004_00047	HAIN005_00855	HAIN006_01650	HAIN007_01754	HAIN008_01037	HAIN009_01083	HAIN010_01044
leuA: HAIN001_01055	HAIN002_01112	HAIN003_01409	HAIN004_01710	HAIN005_01242	HAIN006_00142	HAIN007_01181	HAIN008_01346	HAIN009_01404	HAIN010_00621
udp: HAIN001_00310	HAIN002_00374	HAIN003_00325	HAIN004_00844	HAIN005_00229	HAIN006_01004	HAIN007_00424	HAIN008_00303	HAIN009_00298	HAIN010_01802
rpsL: HAIN001_00610	HAIN002_00716	HAIN003_00011	HAIN004_01282	HAIN005_01707	HAIN006_00633	HAIN007_00737	HAIN008_00002	HAIN009_00002	HAIN010_00264
rplQ: HAIN001_00869	HAIN002_00935	HAIN003_01606	HAIN004_01517	HAIN005_01464	HAIN006_00335	HAIN007_00994	HAIN008_01550	HAIN009_01598	HAIN010_00488
zwf: HAIN001_00586	HAIN002_00653	HAIN003_00036	HAIN004_01212	HAIN005_01731	HAIN006_00657	HAIN007_00713	HAIN008_00026	HAIN009_00026	HAIN010_00202
secG: HAIN001_00474	HAIN002_00544	HAIN003_00148	HAIN004_01092	HAIN005_01844	HAIN006_00769	HAIN007_00583	HAIN008_00138	HAIN009_00128	HAIN010_00032
rseP: HAIN001_00983	HAIN002_01044	HAIN003_01486	HAIN004_01641	HAIN005_01356	HAIN006_00218	HAIN007_01107	HAIN008_01422	HAIN009_01472	HAIN010_00554
leuD1: HAIN001_01058	HAIN002_01115	HAIN003_01406	HAIN004_01715	HAIN005_01239	HAIN006_00139	HAIN007_01184	HAIN008_01343	HAIN009_01401	HAIN010_00624
map: HAIN001_01796	HAIN002_01886	HAIN003_00713	HAIN004_00456	HAIN005_00434	HAIN006_01215	HAIN007_01952	HAIN008_00678	HAIN009_00738	HAIN010_01384
dipZ: HAIN001_01526	HAIN002_01567	HAIN003_00992	HAIN004_00224	HAIN005_00769	HAIN006_01522	HAIN007_01711	HAIN008_00944	HAIN009_00937	HAIN010_01197
argS: HAIN001_01656	HAIN002_01385	HAIN003_01116	HAIN004_02035	HAIN005_00971	HAIN006_01764	HAIN007_01818	HAIN008_01073	HAIN009_01122	HAIN010_01240
rapZ: HAIN001_01212	HAIN002_01244	HAIN003_01268	HAIN004_01875	HAIN005_01115	HAIN006_01908	HAIN007_01349	HAIN008_01214	HAIN009_01261	HAIN010_01473
gapA: HAIN001_00001	HAIN002_00001	HAIN003_00683	HAIN004_00484	HAIN005_00001	HAIN006_00001	HAIN007_00001	HAIN008_00652	HAIN009_00707	HAIN010_01416
truC: HAIN001_01505	HAIN002_01585	HAIN003_00974	HAIN004_00206	HAIN005_00751	HAIN006_01540	HAIN007_01692	HAIN008_00926	HAIN009_00955	HAIN010_01178
orn: HAIN001_01789	HAIN002_01881	HAIN003_00718	HAIN004_00451	HAIN005_00438	HAIN006_01220	HAIN007_01948	HAIN008_00682	HAIN009_00743	HAIN010_01380
pepA: HAIN001_01779	HAIN002_01870	HAIN003_00728	HAIN004_00442	HAIN005_00502	HAIN006_01229	HAIN007_01938	HAIN008_00692	HAIN009_00753	HAIN010_01371
ybaK: HAIN001_01502	HAIN002_01588	HAIN003_00971	HAIN004_00203	HAIN005_00748	HAIN006_01543	HAIN007_01689	HAIN008_00923	HAIN009_00958	HAIN010_01090
group_1304: HAIN001_01710	HAIN002_01325	HAIN003_01179	HAIN004_01972	HAIN005_01027	HAIN006_01820	HAIN007_01870	HAIN008_01130	HAIN009_01180	HAIN010_01297
mutM: HAIN001_01012	HAIN002_01074	HAIN003_01448	HAIN004_01670	HAIN005_01320	HAIN006_00183	HAIN007_01140	HAIN008_01386	HAIN009_01443	HAIN010_00582
group_846: HAIN001_01307	HAIN002_01787	HAIN003_00815	HAIN004_00350	HAIN005_00598	HAIN006_01323	HAIN007_01444	HAIN008_00775	HAIN009_00832	HAIN010_00942
group_1315: HAIN001_01741	HAIN002_01827	HAIN003_00771	HAIN004_00400	HAIN005_00558	HAIN006_01283	HAIN007_01900	HAIN008_00734	HAIN009_00791	HAIN010_01323
dapE: HAIN001_00108	HAIN002_00176	HAIN003_00577	HAIN004_00602	HAIN005_00141	HAIN006_00103	HAIN007_00165	HAIN008_00549	HAIN009_00499	HAIN010_01440
ydgA_1: HAIN001_00473	HAIN002_00543	HAIN003_00149	HAIN004_01091	HAIN005_01845	HAIN006_00770	HAIN007_00582	HAIN008_00139	HAIN009_00129	HAIN010_00033
fucA: HAIN001_00652	HAIN002_00837	HAIN003_00415	HAIN004_01411	HAIN005_01559	HAIN006_00431	HAIN007_00778	HAIN008_00404	HAIN009_01698	HAIN010_01597
rplW: HAIN001_00844	HAIN002_00910	HAIN003_01630	HAIN004_01492	HAIN005_01489	HAIN006_00360	HAIN007_00968	HAIN008_01575	HAIN009_01623	HAIN010_00464
nadR: HAIN001_00828	HAIN002_00894	HAIN003_01653	HAIN004_01475	HAIN005_01500	HAIN006_00371	HAIN007_00952	HAIN008_01586	HAIN009_01639	HAIN010_00448
group_1281: HAIN001_01631	HAIN002_01483	HAIN003_01086	HAIN004_00035	HAIN005_00866	HAIN006_01661	HAIN007_01765	HAIN008_01048	HAIN009_01094	HAIN010_01033
upp: HAIN001_01293	HAIN002_01800	HAIN003_00801	HAIN004_00363	HAIN005_00585	HAIN006_01310	HAIN007_01431	HAIN008_00762	HAIN009_00819	HAIN010_00929
group_548: HAIN001_01089	HAIN002_01134	HAIN003_01386	HAIN004_01746	HAIN005_01220	HAIN006_00120	HAIN007_01238	HAIN008_01324	HAIN009_01374	HAIN010_00646
rraA: HAIN001_00536	HAIN002_00605	HAIN003_00087	HAIN004_01161	HAIN005_01783	HAIN006_00706	HAIN007_00665	HAIN008_00077	HAIN009_00067	HAIN010_00352
mglC: HAIN001_00891	HAIN002_00957	HAIN003_01585	HAIN004_01539	HAIN005_01442	HAIN006_00312	HAIN007_01015	HAIN008_01529	HAIN009_01577	HAIN010_00509
fadR: HAIN001_00455	HAIN002_00525	HAIN003_00167	HAIN004_01070	HAIN005_01863	HAIN006_00788	HAIN007_00564	HAIN008_00157	HAIN009_00147	HAIN010_00052
group_919: HAIN001_01753	HAIN002_01840	HAIN003_00759	HAIN004_00414	HAIN005_00547	HAIN006_01272	HAIN007_01912	HAIN008_00722	HAIN009_00779	HAIN010_01334
moeA: HAIN001_01521	HAIN002_01571	HAIN003_00988	HAIN004_00220	HAIN005_00765	HAIN006_01526	HAIN007_01707	HAIN008_00940	HAIN009_00941	HAIN010_01192
group_96: HAIN001_01065	HAIN002_01122	HAIN003_01399	HAIN004_01724	HAIN005_01232	HAIN006_00132	HAIN007_01191	HAIN008_01336	HAIN009_01394	HAIN010_00631
pyrH: HAIN001_01132	HAIN002_01167	HAIN003_01354	HAIN004_01792	HAIN005_01186	HAIN006_01979	HAIN007_01270	HAIN008_01290	HAIN009_01344	HAIN010_00729
potD_2: HAIN001_01407	HAIN002_01699	HAIN003_00873	HAIN004_00071	HAIN005_00670	HAIN006_01624	HAIN007_01560	HAIN008_00831	HAIN009_01062	HAIN010_01214
group_250: HAIN001_01273	HAIN002_01303	HAIN003_01207	HAIN004_01945	HAIN005_01049	HAIN006_01842	HAIN007_01411	HAIN008_01154	HAIN009_01202	HAIN010_00907
nrfB: HAIN001_01135	HAIN002_01170	HAIN003_01350	HAIN004_01795	HAIN005_01183	HAIN006_01976	HAIN007_01273	HAIN008_01287	HAIN009_01341	HAIN010_00732
trpC: HAIN001_01456	HAIN002_01648	HAIN003_00926	HAIN004_00142	HAIN005_00722	HAIN006_01571	HAIN007_01607	HAIN008_00881	HAIN009_01014	HAIN010_01130
mutS: HAIN001_00761	HAIN002_00799	HAIN003_01725	HAIN004_01372	HAIN005_01655	HAIN006_00583	HAIN007_00888	HAIN008_01651	HAIN009_01781	HAIN010_00388
purB: HAIN001_00690	HAIN002_00726	HAIN003_01807	HAIN004_01295	HAIN005_01612	HAIN006_00543	HAIN007_00816	HAIN008_01729	HAIN009_01859	HAIN010_00273
fur: HAIN001_00204	HAIN002_00274	HAIN003_00472	HAIN004_00709	HAIN005_01973	HAIN006_01110	HAIN007_00258	HAIN008_00453	HAIN009_00398	HAIN010_00872
group_3625: HAIN001_00343	HAIN002_00417	HAIN003_00290	HAIN004_00882	HAIN005_00263	HAIN006_00971	HAIN007_00459	HAIN008_00268	HAIN009_00256	HAIN010_01769
lolE: HAIN001_01623	HAIN002_01491	HAIN003_01078	HAIN004_00044	HAIN005_00858	HAIN006_01653	HAIN007_01757	HAIN008_01040	HAIN009_01086	HAIN010_01041
group_3729: HAIN001_01103	HAIN002_01139	HAIN003_01380	HAIN004_01761	HAIN005_01215	HAIN006_00115	HAIN007_01243	HAIN008_01319	HAIN009_01369	HAIN010_00651
clpX: HAIN001_00770	HAIN002_00809	HAIN003_01712	HAIN004_01382	HAIN005_01650	HAIN006_00578	HAIN007_00898	HAIN008_01642	HAIN009_01773	HAIN010_00376
modB: HAIN001_01766	HAIN002_01856	HAIN003_00742	HAIN004_00428	HAIN005_00525	HAIN006_01252	HAIN007_01925	HAIN008_00705	HAIN009_00766	HAIN010_00982
sbcB: HAIN001_01441	HAIN002_01662	HAIN003_00911	HAIN004_00116	HAIN005_00708	HAIN006_01585	HAIN007_01594	HAIN008_00867	HAIN009_01028	HAIN010_01117
dppC: HAIN001_01251	HAIN002_01281	HAIN003_01230	HAIN004_01919	HAIN005_01072	HAIN006_01864	HAIN007_01386	HAIN008_01177	HAIN009_01224	HAIN010_01434
wecA: HAIN001_01791	HAIN002_01884	HAIN003_00715	HAIN004_00453	HAIN005_00436	HAIN006_01218	HAIN007_01950	HAIN008_00680	HAIN009_00740	HAIN010_01382
